📺通知📺,#genre# 
NDTV 24x7,https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/ndtv24x7master.m3u8
NDTV India,https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/ndtvindiamaster.m3u8
News 24,http://tv.balkanweb.com:8081/news24/livestream/playlist.m3u8
News1,http://news1.live14.com/stream/news1.m3u8
Newsmax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
NewsMax,https://nmxlocalnow.akamaized.net/hls/live/2020471/Live_1/index.m3u8
Newsy,https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
NHK World Japan,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
OANN One America News Network,http://n1.klowdtv.net/live1/oan_720p/playlist.m3u8
Palitra News,https://live.palitranews.ge/hls/palitratv/index.m3u8
Palitra News,https://livestream.palitra.ge/hls/palitratv/index.m3u8
Pratidin Time,https://rtmp.smartstream.video/pratidintime/pratidintime/playlist.m3u8
Publika TV,http://livebeta.publika.md/LIVE/P/6810.m3u8
Publika TV,https://livebeta.publika.md/LIVE/P/1000.m3u8
serverSideAds=true
Sky News Extra 1,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
Sky News Extra 2,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
Sky News Extra 3,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
Suhail TV,http://82.212.74.98:8000/live/hls/7726.m3u8
The Wall Street Journal Live,https://d155hi8td9k2ns.cloudfront.net/out/wapo-medialive3-rtmp/live.m3u8?player=powa
Yahoo! Finance[720*404],https://yahoofinance-localnow.amagi.tv/playlist.m3u8
Известия,https://hls-igi.cdnvideo.ru/igi/igi_sq/playlist.m3u8
Мир 24,http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mir24_2500/playlist.m3u8
ABC News,https://tv2.abcnews.al/live/abcnews/playlist.m3u8
Asianet News,http://103.199.161.254/Content/asianetnews/Live/Channel(Asianetnews)/index.m3u8
BBC Arabic,https://vs-hls-pushb-ww-live.akamaized.net/x=3/i=urn:bbc:pips:service:bbc_arabic_tv/pc_hd_abr_v2_akamai_hls_live.m3u8
BBC Persian,https://vs-hls-pushb-ww-live.akamaized.net/x=3/i=urn:bbc:pips:service:bbc_persian_tv/pc_hd_abr_v2_akamai_hls_live.m3u8
BBC World News,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
Black News Channel ,http://redbox-blacknewschannel-xumo.amagi.tv/playlist.m3u8
Canal 2,http://live-edge01.telecentro.net.ar/live/c26.smil/playlist.m3u8
Dijlah,http://91.134.145.75:10001/Dijlah/index.m3u8
TV Perú Noticias [Not 24/7],http://cdnh4.iblups.com/hls/RMuwrdk7M9.m3u8
TV Perú Noticias [Not 24/7],https://cdnh8.iblups.com/hls/RMuwrdk7M9.m3u8
Twenty Four News,http://103.199.160.85/Content/24news/Live/Channel(24news)/index.m3u8

🌙弯弯测试_5566,#genre#
CNN,mitv://generationnexxxt.com:19806/28b3b84bc22e468893dc6f267d363099
民視,mitv://generationnexxxt.com:19806/debfc7e3fc6f4f5ba921859e73b78a9f
人間衛視,mitv://generationnexxxt.com:19806/7ae3cb55ad714371aa2c3889e3feb580
台視,mitv://generationnexxxt.com:19806/049edd42c1484c2f894a3f249fdb253b
大愛,mitv://generationnexxxt.com:19806/167ef66a89d8445eb27be19127be48c6
中視,mitv://generationnexxxt.com:19806/68e0cbcb508e48339eb69de581c80074
霹靂台灣台,mitv://generationnexxxt.com:19806/f0a258ccb07548019a24e57a03f8f0ea
華視,mitv://generationnexxxt.com:19806/ac34167158e74163840d1950e28b7c1e
公視,mitv://generationnexxxt.com:19806/e94943dd37f1412ebe659c3ab9b5ba6c
好消息,mitv://generationnexxxt.com:19806/736b7d5cb68345e49afeb6412b27d708
原住民電視台,mitv://generationnexxxt.com:19806/585529d8e6904390ab2cf893451c3102
客家電視台,mitv://generationnexxxt.com:19806/ed4b90de27764dc6a940a1a1104b6685
國家地理頻道,mitv://generationnexxxt.com:19806/b71a63cefb1a49f9b55683b9ac45e783
索頻道,mitv://generationnexxxt.com:19806/5d564a42791c480ebab7587989c57024
TLC旅遊生活,mitv://generationnexxxt.com:19806/84ecd1bc0a254a0793c06775be38a912
動物星球,mitv://generationnexxxt.com:19806/343eb3293a1f473c99418ced02bec3e5
CN卡通頻道,mitv://generationnexxxt.com:19806/228d01d9fa054d1baf64bf8f901ae3cf
MOMO親子台,mitv://generationnexxxt.com:19806/7c9987cc2fa84210bb04557cb094ccb9
東森幼幼台,mitv://generationnexxxt.com:19806/0ec2ffa3cd2c4467b1598861ba9d6aca
緯來綜合台,mitv://generationnexxxt.com:19806/18a04f110de9417d8cf71f45785aa732
八大第一台,mitv://generationnexxxt.com:19806/8f3ec10d30864c2383fb5cc91fed5616
八大綜合台,mitv://generationnexxxt.com:19806/eccb66f2b97f42678c7dee1bcb349cde
三立台灣台,mitv://generationnexxxt.com:19806/624e83890b6e48a7bf31c023f985e5ef
三立都會台,mitv://generationnexxxt.com:19806/01fb6b0961e241a48250f648957df30a
東森綜合台,mitv://generationnexxxt.com:19806/23c6976b48b548d5a80f65ededef0da1
超視,mitv://generationnexxxt.com:19806/139a3778185a4135987236cfb460cb3c
中天綜合台,mitv://generationnexxxt.com:19806/3e7ed9ec6f5c4d199a34035e49d845c2
中天娛樂台,mitv://generationnexxxt.com:19806/0f6f41efe5b445138bcebddebc0ec1bd
東森戲劇台,mitv://generationnexxxt.com:19806/cb88a51d5de844f6944af6eb66b3897c
八大戲劇台,mitv://generationnexxxt.com:19806/61b71d14caf844daade0b4ba2ff9514c
TVBS歡樂台,mitv://generationnexxxt.com:19806/958f1e958e6c4c87a46747bb7816bf09
緯來戲劇台,mitv://generationnexxxt.com:19806/4ffb1dd8891c4528895414250b1a5c98
高點綜合台,mitv://generationnexxxt.com:19806/4c238fe3f8ae45a197dee1a48f093b60
BC World News,mitv://generationnexxxt.com:19806/3a76817ba437491fb3623057ab27b49e
Al Jazeera English,mitv://generationnexxxt.com:19806/08c8691118de4adba1fc870e26e62346
CNBC,mitv://generationnexxxt.com:19806/c804e0a9efd5429ba7b467e1734ed568
Bloomberg TV,mitv://generationnexxxt.com:19806/313721a406f74030a7aaeabfd27f62d8
HITS,mitv://generationnexxxt.com:19806/e2f6748f250d4002ae7341c5f48abb35
壹電視新聞台,mitv://generationnexxxt.com:19806/a99d04ecdbc04aea952c4041fa9ce7be
年代新聞,mitv://generationnexxxt.com:19806/d24c3d264f5042cb9797a1870d13a076
東森新聞台,mitv://generationnexxxt.com:19806/43b3b02013504e6cbe091a5f65bbd937
中天新聞台,mitv://generationnexxxt.com:19806/f412237e0e5c474bb46f519e635f8ca1
民視新聞台,mitv://generationnexxxt.com:19806/4612abb49797482ba0fb581d43e4b345
三立新聞台,mitv://generationnexxxt.com:19806/1917f3fcc4c1464fb931cbda20bc4a18
TVBS新聞台,mitv://generationnexxxt.com:19806/360dfb7911184069a9436d58df6ace3a
TVBS,mitv://generationnexxxt.com:19806/96a090604ac2478d9becada150a42359
東森財經新聞台,mitv://generationnexxxt.com:19806/21d189ce8a5f4c4498b8b9b469a96193
非凡新聞台,mitv://generationnexxxt.com:19806/c6a69d6c86414154a41cb21c203d86ac
衛視電影台,mitv://generationnexxxt.com:19806/8521fa14acf9427f934189fa0b368e89
東森電影台,mitv://generationnexxxt.com:19806/10ba7fd555ed4ba8a728380ad8127298
緯來電影台,mitv://generationnexxxt.com:19806/ca8ade0363ad4918a6e699c3731ed610
龍祥電影,mitv://generationnexxxt.com:19806/2681827bd35e4189a1e6f5f02b8a69eb
HBO,mitv://generationnexxxt.com:19806/6c84f12033f44898a9d6ba5d1a0a7975
東森洋片台,mitv://generationnexxxt.com:19806/6962e21bb93447e4b429f16a038acb5c
AXN,mitv://generationnexxxt.com:19806/76c9099eb34d44ad91e6311e90c347f6
好萊塢電影台,mitv://generationnexxxt.com:19806/ccec12e7f6ea45f185c539049b9fa391
CINEMAX,mitv://generationnexxxt.com:19806/9be9c542bfdc45aa901ff5260a00a6ef
緯來育樂台,mitv://generationnexxxt.com:19806/767769cc2f604ef1bba1dba62601c664
緯來體育台,mitv://generationnexxxt.com:19806/48b4657c63a94ceb9db4c0b3c7cb76d7
ELEVEN體育1台,mitv://generationnexxxt.com:19806/ba7fc4b2c2f44719880e1df9180b2e93
JET綜合台,mitv://generationnexxxt.com:19806/b80679f1450041b89a1c21b957e49abb
國興衛視,mitv://generationnexxxt.com:19806/52c1034e923d43179c4dbd680098051f
STAR World,mitv://generationnexxxt.com:19806/c520fc08204d4b2a998b737016ae90ba
Z頻道,mitv://generationnexxxt.com:19806/090b4cfe58034164b40a14fb32202119
Animax,mitv://generationnexxxt.com:19806/f6e9eca472174790b81bac35aa95ee13
尼克兒童頻道,mitv://generationnexxxt.com:19806/95a32c40e9b54713a2ea31da3981411d
MTV,mitv://generationnexxxt.com:19806/fc409b498ced4e4f98dd3f0e9dd4f106
八大娛樂台,mitv://generationnexxxt.com:19806/eaa38e4369c44adbaf3db78cec24cbc4
三立iNEWS,mitv://generationnexxxt.com:19806/e8ecf99d40f94033b0fdd3dab882e216
龍華偶像,mitv://generationnexxxt.com:19806/056c03e8840a464c83b544e61bddc717
Arirang,mitv://generationnexxxt.com:19806/1989916887d04d9d83d9ebce0afa94af
tvN,mitv://generationnexxxt.com:19806/5d0f1eaed3b94e30b8a90ddbc7822d15
DW,mitv://generationnexxxt.com:19806/aba3f4e978154fa5a47487bc50469182
France24,mitv://generationnexxxt.com:19806/27a105a26d5841fbba381600fad06380
非凡商業台,mitv://generationnexxxt.com:19806/1d17176df8324acda74f2f5998381772
公視3台,mitv://generationnexxxt.com:19806/0414bea0df8341198f55134d46e11b2a
大愛2台,mitv://generationnexxxt.com:19806/ad54cd8c606b47148ffe75a686abe218
ELTV生活英語台,mitv://generationnexxxt.com:19806/a375b07ff257403db989f691230dc8c1
靖洋卡通Nice Bingo,mitv://generationnexxxt.com:19806/6dd84286ee6641749827c0d658c75cbb
靖天卡通台,mitv://generationnexxxt.com:19806/77970684e281442aade3370bb8acc61b
達文西頻道,mitv://generationnexxxt.com:19806/3b9c857e27284619991009abd1afec28
Nick Jr.,mitv://generationnexxxt.com:19806/e8d747450d2640d2b5e296f6f89dee9c
國會頻道1,mitv://generationnexxxt.com:19806/1beb6219ddac4ce8b9b966c7ad48b19b
國會頻道2,mitv://generationnexxxt.com:19806/965071a36bfa46e9baef19ab7811b49e
MTV Live,mitv://generationnexxxt.com:19806/743c140ff41b409cb06601974478755a
Mezzo Live,mitv://generationnexxxt.com:19806/52bcae76e16848778bef32ac03ba19ae
CLASSICA 古典樂,mitv://generationnexxxt.com:19806/30cc16989e5f42ed82ce7106c5a013b4
CMusic,mitv://generationnexxxt.com:19806/13eb087433f3444f8227e1153f86de5b
愛爾達體育1台(備),mitv://generationnexxxt.com:19806/160b91a9d03a4d8d9e19428fb387c531
愛爾達體育2台,mitv://generationnexxxt.com:19806/ea023d3b2c8b476cbe9a9fa1665ed216
TRACE Sport Stars,mitv://generationnexxxt.com:19806/6777e0fb649e4f4f83c51a6efb666cba
博斯高球,mitv://generationnexxxt.com:19806/ea30ea6ca3514b7380a0bfc0907d8db5
博斯高球二台,mitv://generationnexxxt.com:19806/9adc5e8043094ac3bd00d77cfacb4aac
博斯網球台,mitv://generationnexxxt.com:19806/f00e65ba20b449969f082f6f5135f544
博斯魅力網,mitv://generationnexxxt.com:19806/87c5fd68cde843ea9525912463d16b4a
博斯無限台,mitv://generationnexxxt.com:19806/6122641c15f34a7a995cf23801488a54
博斯無限二台,mitv://generationnexxxt.com:19806/02930890e971433798d0f2b28fdbc4a0
博斯運動,mitv://generationnexxxt.com:19806/c344b9d1b8ca41a3acd80e5eaacc0217
ELEVEN體育2台,mitv://generationnexxxt.com:19806/90bbd5588cf64e5bb2b152ddff25853c
智林體育台,mitv://generationnexxxt.com:19806/cf29add60bbb4c52a7f71c9c9c682fbd
博斯運動二台,mitv://generationnexxxt.com:19806/74648ba273534b54a1257d3a0dc76cdf
OUTDOOR,mitv://generationnexxxt.com:19806/fd5c3b5580db46d68e9fe226daa8be12
HBO強檔鉅獻,mitv://generationnexxxt.com:19806/ca8f37d06bdb489d848920e5cfe4c4e4
HBO原創鉅獻,mitv://generationnexxxt.com:19806/1ed75764438346a3954d6657d9b7d438
國家地理高畫質野生頻道,mitv://generationnexxxt.com:19806/c1354dc5f18c4d48a91f0c938a677181
BBC Earth,mitv://generationnexxxt.com:19806/a717e51904b54ed397fe14227306c898
Discovery Asia,mitv://generationnexxxt.com:19806/0e0a84330c1d45a0bf3c8df8761b5422
Discovery科學頻道,mitv://generationnexxxt.com:19806/4ef489d175fd4baab75edf257d34323a
DMAX,mitv://generationnexxxt.com:19806/62dfc8b428b747db8e53dfe728d164ee
EVE,mitv://generationnexxxt.com:19806/b7d093144d42449fbb2a3414e0161878
滾動力rollor,mitv://generationnexxxt.com:19806/e55b9e0759cc475385a9d2c4dcce1850
歷史頻道,mitv://generationnexxxt.com:19806/3c2a3ad2123e433e8185831b0e9c46cb
罪案偵緝頻道,mitv://generationnexxxt.com:19806/21d13521990b4bd18f486a0fc6922e76
BBC Lifestyle,mitv://generationnexxxt.com:19806/6d340611ec0648e3abf2752df08a1c3e
LUXE TV,mitv://generationnexxxt.com:19806/8126f9a85b4d470fb7d7c6569fc736f7
Lifetime,mitv://generationnexxxt.com:19806/1bab51c818954aee961c640e41de7aa0
KLT-靖天國際台,mitv://generationnexxxt.com:19806/34f0cb7350544f6081300e863afa1c43
HGTV居家樂活頻道,mitv://generationnexxxt.com:19806/a6627b5ff2954c97af79cb79c2c87b51
Love Nature by 餃子,mitv://generationnexxxt.com:19806/9151ee1396b04233b11586a3154d4e8e
美食星球,mitv://generationnexxxt.com:19806/3e7c516c2cfb4197966a26d55da50ae5
亞洲美食頻道,mitv://generationnexxxt.com:19806/037673c63e504333aa7c442aec3c48f1
亞洲旅遊台,mitv://generationnexxxt.com:19806/52de379302754ce99aa2d36d73444146
EYE TV旅遊台,mitv://generationnexxxt.com:19806/d34f0786ecad429086c507f7314918d8
時尚頻道,mitv://generationnexxxt.com:19806/880690cf67da47788eb184f39784a3bc
好消息2台,mitv://generationnexxxt.com:19806/2e5e9ff3fede40ff94aff756604bbae1
三立綜合台,mitv://generationnexxxt.com:19806/3688faaefc624524891c6edd3ad08b39
靖天資訊台,mitv://generationnexxxt.com:19806/c6f8ba2f137c466dbe4f7f05e704096d
靖天綜合台,mitv://generationnexxxt.com:19806/96dc200c5f4147b08fe101843c3dc788
靖天育樂台,mitv://generationnexxxt.com:19806/edfdfb3a538647a8b75983bbae6e4b1f
中視經典台,mitv://generationnexxxt.com:19806/8c8c39deb7704ae381850104759f0efc
中視菁采台,mitv://generationnexxxt.com:19806/bd486ed043ed4314a0e79532643f4da8
TVBS精采台,mitv://generationnexxxt.com:19806/ff85977be58f466cb414c1a36fffdf44
壹電視綜合,mitv://generationnexxxt.com:19806/e670dc977a934204a660308e3847c2e0
緯來精采,mitv://generationnexxxt.com:19806/48338682f36844098f1e786466e69da5
ETtoday綜合台,mitv://generationnexxxt.com:19806/6fa2cebde39e40368451930118ed8063
民視第一台,mitv://generationnexxxt.com:19806/a42a7c86da0646fd94b37b638e9427ae
民視台灣台,mitv://generationnexxxt.com:19806/e895c637638748c992fad2139982997c
Nice TV靖天歡樂台,mitv://generationnexxxt.com:19806/cb345d2f657c48029979fc508e261382
八大優頻道,mitv://generationnexxxt.com:19806/2f6e70c04caf4cf6880c3731825ae486
三立戲劇台,mitv://generationnexxxt.com:19806/d1f8057ae98a43b2af3b733249d378bd
龍華戲劇,mitv://generationnexxxt.com:19806/56a5a0614c4442c08c8c13185c74d722
靖天戲劇台,mitv://generationnexxxt.com:19806/4a6f410ab3944902bdda29f3576c54e4
靖洋戲劇台,mitv://generationnexxxt.com:19806/1b22a119d4674420b9ae4d479ce664ff
靖天日本台,mitv://generationnexxxt.com:19806/73cf81c411894161b445b487ec1de164
i-Fun動漫台,mitv://generationnexxxt.com:19806/a110823bfb024da599f1902d307de0bc
韓國娛樂台,mitv://generationnexxxt.com:19806/2759d04acb914a83a696530f3814c7ab
星衛娛樂台,mitv://generationnexxxt.com:19806/5f44856325b54b7c8e95f461caf732c9
ROCK Extreme,mitv://generationnexxxt.com:19806/89a38efe59764a05832787c6baf1cc49
中視新聞台,mitv://generationnexxxt.com:19806/88fa811850154773ab811eff3149ae02
寰宇新聞台,mitv://generationnexxxt.com:19806/7db7267e06c94e1abb15074a0e976a05
華視新聞,mitv://generationnexxxt.com:19806/e6cb34aa3d9c45be8bc72f789f0923de
NHK新聞資訊台,mitv://generationnexxxt.com:19806/361ca480351843ccbf39a62141d4fe12
美亞電影台HD,mitv://generationnexxxt.com:19806/3de70ae790cb4a04bfa4d2ec8f829c7f
龍華電影,mitv://generationnexxxt.com:19806/511adff55ef24694a9150dadc4e5cb59
星衛HD電影台,mitv://generationnexxxt.com:19806/6bca6a7a60f04eec9045a60293854792
靖天映畫,mitv://generationnexxxt.com:19806/1ae0628dd53647be972fae7c82986d47
靖天電影台,mitv://generationnexxxt.com:19806/18d726207e794c23ad7633d6bde95431
WARNER TV,mitv://generationnexxxt.com:19806/47e7ab51c21f4c89979781206b9d5a94
Star Movies HD,mitv://generationnexxxt.com:19806/87d115e077d8432ab17c1644949863f0
AMC最愛電影,mitv://generationnexxxt.com:19806/af1da7fde6c04daf8b8654833b58f7a4
HBO Family,mitv://generationnexxxt.com:19806/cf3d2c5629ff4bb18d98c7567ce8ea1a
CatchPlay電影台,mitv://generationnexxxt.com:19806/a2a9c105a3884f4db01878ef53169d86
CinemaWorld,mitv://generationnexxxt.com:19806/684f4ee9fe3041ae9bb0fe77b2657eb1
壹電視電影台,mitv://generationnexxxt.com:19806/8159f9249cfc418c941162816f4b29c7
采昌影劇台,mitv://generationnexxxt.com:19806/3029e5437f5646138730b21fecc99130
佛衛慈悲台,mitv://generationnexxxt.com:19806/49473ba44a18407a84f62035d239cbeb
TV5Monde,mitv://generationnexxxt.com:19806/9dfb5eb8bf2749ad988644975c8b8812
Cbeebies,mitv://generationnexxxt.com:19806/2a4f46b4b41e4456ad83b1279af98b65
EYE TV戲劇台,mitv://generationnexxxt.com:19806/266aab0a50e64a3593975ca0a5d046c2
台視新聞台,mitv://generationnexxxt.com:19806/600aa1dde9984def8c295d3c1bd7c36f
寰宇新聞台灣台,mitv://generationnexxxt.com:19806/a7f20e32dea34b8693620901246faabf
台視財經台,mitv://generationnexxxt.com:19806/92e3139e3b3543c7aa89a9d6988e2151
緯來日本,mitv://generationnexxxt.com:19806/93d0ca20f8e245d6ac45688c8c105ce5
愛爾達影劇台,mitv://generationnexxxt.com:19806/f32cf31f156b40cea4bd63d88aeb29b3
ROCK Entertainment,mitv://generationnexxxt.com:19806/d8dcf42f141348cf9a08eff699dfbe3f
民視(備),mitv://generationnexxxt.com:19806/7a503ce78f1a437a9d6d720bcac90e79
三立台灣台(備),mitv://generationnexxxt.com:19806/a408a5c9755a476eb0d7b17b96c1662a
Dreamworks,mitv://generationnexxxt.com:19806/6a30498d4df84b12a6c4dd7db217110f
TV5MONDE Style 生活時尚,mitv://generationnexxxt.com:19806/24b8f382fc1546d8be0404e8c10d1a2b
Travel Channel,mitv://generationnexxxt.com:19806/7e11b15496544489b03c5265864e6a95
影迷數位電影台,mitv://generationnexxxt.com:19806/f8889ceadaec47eca2307b99a8faaf1a
衛視中文台,mitv://generationnexxxt.com:19806/ee9bc08949914bf8881c6ff863ba353f
愛爾達體育1台,mitv://generationnexxxt.com:19806/bfb8801257ae49fe9e0963b8639df4fe
Star Movies Gold,mitv://generationnexxxt.com:19806/9ffb18f15c7f4ddda5b0f48f29170482
愛爾達體育3台,mitv://generationnexxxt.com:19806/eacc4c123c234919b95b4dcd0c8a2265
台視(備),mitv://generationnexxxt.com:19806/aae11d938adf400e857529640793362b
大愛(備),mitv://generationnexxxt.com:19806/d990811dced74d53aa900ca8bb5292ae
中視(備),mitv://generationnexxxt.com:19806/1e0150257d1343f2a980a8cfbdad18d6
華視(備),mitv://generationnexxxt.com:19806/5934853d79224bd0b19ea449f3037cb4
公視(備),mitv://generationnexxxt.com:19806/c811fb6a37de49d0aa8f8bd08b959094
東森新聞台(備),mitv://generationnexxxt.com:19806/342403f232a64f819c8726aa8ecbd77c
鏡新聞,mitv://generationnexxxt.com:19806/a01b325f38fd4a10832c1fd87606cd0b
Taiwan+,mitv://generationnexxxt.com:19806/36126df0ee4144668b1d686e3e9c2b0a
東森購物2台,mitv://generationnexxxt.com:19806/f660724443614b42b02eb1d48630c3f3
東森購物1台,mitv://generationnexxxt.com:19806/b7ffa9110a864b73b86f55d33af5c111

🌈GA测试_5566,#genre#
港台电视31,mitv://generationnexxxt.com:19806/58cb293bb6ed45528ed2a739c1536c4a
港台電視32,mitv://generationnexxxt.com:19806/143e471e3de946f08d281f85dbf477c8
HOY TV,mitv://generationnexxxt.com:19806/13eebc989d2f462390f5feca1b9ac99d
﻿翡翠台(備),mitv://generationnexxxt.com:19806/8fb1cc240a46409fb6db45af3fe436a3
J2,mitv://generationnexxxt.com:19806/905bc6404d9a44e6ac5ad8fd7decdc9a
無綫新聞台(備),mitv://generationnexxxt.com:19806/53d2416198234f76a9e3207886db4517
無綫新聞台,mitv://generationnexxxt.com:19806/3fab81cdbe234f20a5036669ce3c42d1
無綫財經·資訊台,mitv://generationnexxxt.com:19806/1a23c36c314c417b902bacb8a71af96c
ViuTVsix,mitv://generationnexxxt.com:19806/6512fc197d1e423cb9afc6ec628de432
ViuTV,mitv://generationnexxxt.com:19806/bb8a848b3d9345fca9a222a64cbbb798
鳳凰中文台,mitv://generationnexxxt.com:19806/113ff3c5757a4b9bbbea03d4120cddd5
鳳凰資訊台,mitv://generationnexxxt.com:19806/acfa4dede5014680b678d2ea7cd30dd2
鳳凰香港台,mitv://generationnexxxt.com:19806/4db086bf46f840fd90bdcd9d03cbe8ad
TVB星河(粵),mitv://generationnexxxt.com:19806/58c0491e371e49e79272ffe8c3420b95
陽光衛視,mitv://generationnexxxt.com:19806/68d400b7bf094108b3e2ca40ef42cf32
澳門-MACAU,mitv://generationnexxxt.com:19806/76c92167e22d43548f56f47bbc837a2f
澳門蓮花,mitv://generationnexxxt.com:19806/7ef01264f6354f198f586f31c3c1b2fe
now新聞台,mitv://generationnexxxt.com:19806/93c087f216d647a0a97f7effad3d1ea1
HKC電影台,mitv://generationnexxxt.com:19806/e7fa3ea62ea049aea12c9c0ac199e75a
鳳凰電影台,mitv://generationnexxxt.com:19806/aaaf310c9c8f4b489e935ce136c26e93
HKC新聞台,mitv://generationnexxxt.com:19806/65928ae266e840acbb3fdc626b5dd04c
HKC財經資訊台,mitv://generationnexxxt.com:19806/d0475fc328224a1aaca627e81d10e222
HKC 18,mitv://generationnexxxt.com:19806/1f2613f05b0249cbb345eff86ee8fa1f
HKC 603,mitv://generationnexxxt.com:19806/318fc8b0b9cc429cb4c5087906b86228
HKC体育台,mitv://generationnexxxt.com:19806/1c579a7538d24f4d92482c71688a3dd0
HKC Sports Plus 1,mitv://generationnexxxt.com:19806/9a5bace2ed3f49518e68b876868681c3
HKC綜合娛樂台,mitv://generationnexxxt.com:19806/7c1248369c384868b7c18e0f2f0db62b
TVB娛樂新聞台,mitv://generationnexxxt.com:19806/3f40b850077f423a95e69eb904328532
翡翠台,mitv://generationnexxxt.com:19806/cc878aae36824a018ad86c21cb53482d
TVB經典台,mitv://generationnexxxt.com:19806/7cd2243d91314e36852d713a058d7fa8
Thrill,mitv://generationnexxxt.com:19806/3caec6e54207426db34555538a671f99
明珠台,mitv://generationnexxxt.com:19806/94bcbf944d944e239dc982db831a5f59
18台,mitv://generationnexxxt.com:19806/434531e6b8b541e5aff9e45547cd6a6f
HKC Sports Plus 3,mitv://generationnexxxt.com:19806/6049814ecef34f09b504a724d2141ee3
功夫台(華語),mitv://generationnexxxt.com:19806/5aa8a2e529bb467b9e5372beba679bd9
美亞電影台(粵語),mitv://generationnexxxt.com:19806/653a01b5f4164627a0896435190e3b09
Hands Up,mitv://generationnexxxt.com:19806/948e5f6068674f3a846cefe1b1ce4180
粵語片台,mitv://generationnexxxt.com:19806/3714c1d8d0874d2eb4767380dac6fed5
亞洲劇台,mitv://generationnexxxt.com:19806/39b2516c7f3e465da6e7a93837c1ea81
功夫台,mitv://generationnexxxt.com:19806/f8ee828aa7484a53ad43e37416758e9e
HOY資訊台,mitv://generationnexxxt.com:19806/4b9e780005d04d86ab87f7c2949aa8d1

🐼馬來西亞测试_5566,#genre#
CNN,mitv://generationnexxxt.com:19806/28b3b84bc22e468893dc6f267d363099
TV1,mitv://generationnexxxt.com:19806/a6998df819804081a5595880eade7e4d
TV2,mitv://generationnexxxt.com:19806/5f3fe04a6016475389da231c746f56a4
TV3,mitv://generationnexxxt.com:19806/6c777e5a08f44723becf69aea5ab0f93
NTV7,mitv://generationnexxxt.com:19806/cfbe6390eda7478abdf829594dd9b81e
八度空間,mitv://generationnexxxt.com:19806/173093ce5d1d44a7a81071a4659aadf2
TV9,mitv://generationnexxxt.com:19806/604fd7fd5bcd49f1b060c1b57e6b354e
Astro Oasis HD,mitv://generationnexxxt.com:19806/30c14bda8fbb499dbbd3e2379765ab9e
Astro Warna HD,mitv://generationnexxxt.com:19806/004befbf14834279a1f58987e837ea7f
Astro Citra HD,mitv://generationnexxxt.com:19806/40e2e81d451b4a7b89fe64c96ec202cf
Al-Hijrah,mitv://generationnexxxt.com:19806/fb362295c6cb476cb46b88832204dd42
SUN TV,mitv://generationnexxxt.com:19806/5510ad7f1af64647960c20ea94405510
愛奇藝,mitv://generationnexxxt.com:19806/4c585ceacc0b4722903e5b71570a1b7f
Astro小太陽,mitv://generationnexxxt.com:19806/4ec33e44a55d42f1946d940753a0d765
Astro AEC(備),mitv://generationnexxxt.com:19806/52b713faad6347debc5c600771f56671
Astro雙星,mitv://generationnexxxt.com:19806/7d65ae33f8954485be7c53aa7901ea34
Astro全佳,mitv://generationnexxxt.com:19806/0611ecaa77c94e6192e3b093c4c4e473
天映頻道,mitv://generationnexxxt.com:19806/042f4bdd7eed4c1d962f10ecd8290cd0
翡翠台(華麗台),mitv://generationnexxxt.com:19806/f70dac4db11c4318ae09e65aeff5d485
Astro AOD HD 311,mitv://generationnexxxt.com:19806/4da2abf2fecd4ad9a4f4e0d9e7a004ec
中天亞洲台,mitv://generationnexxxt.com:19806/f74e22f9b82b4e5ea208435bffc12f29
TVB星河(粵),mitv://generationnexxxt.com:19806/58c0491e371e49e79272ffe8c3420b95
天映經典,mitv://generationnexxxt.com:19806/12109defb50c4aae8a692cc0ad5ca3e1
Astro歡喜台,mitv://generationnexxxt.com:19806/498553fa9c3a493589df34c5f092339e
KBS World,mitv://generationnexxxt.com:19806/b5162df505d84d459a40d809ba953aed
ONE,mitv://generationnexxxt.com:19806/600eaabb86b740faaaf18968fa46507f
Colors Hindi,mitv://generationnexxxt.com:19806/67074cc2c6c54e62ac92894e8e5a560c
TVS,mitv://generationnexxxt.com:19806/996cd2e8d77f499192ddccf2fe9ca367
tvN Movies HD,mitv://generationnexxxt.com:19806/d5ad605eb2ad44969f90f1dffc66fbe4
Astro Awani,mitv://generationnexxxt.com:19806/009c9e54b00648f68664d3d41218a868
CGTN,mitv://generationnexxxt.com:19806/45164e73b26442d386ecb46e07f41f2e
BBC World News,mitv://generationnexxxt.com:19806/3a76817ba437491fb3623057ab27b49e
